"symbol-id","category-id","grammar","rated","tags","symbol-en","category-en","category-vi","symbol-vi"
"293","83","Noun","0","","bubble_mixture","Leisure Toys","Đồ chơi giải trí","nước thổi bong bóng"
"294","83","Noun","0","","bubble_wand","Leisure Toys","Đồ chơi giải trí","gậy thổi bong bóng"
"295","115","Noun","0","class office school stationery","bubble_wrap","Work and School Stationery","Văn phòng phẩm","màng xốp hơi"
"296","83","Noun","0","","bubbles","Leisure Toys","Đồ chơi giải trí","bong bóng"
"297","83","Noun","0","play toys","bubbles_blow","Leisure Toys","Đồ chơi giải trí","thổi bong bóng"
"298","83","Noun","0","play toys","bucket","Leisure Toys","Đồ chơi giải trí","cái xô"
"299","29","Noun","0","grooming","buckle","Clothes Accessories","Phụ kiện quần áo","khóa thắt lưng"
"300","94","Noun","0","gardening plant","bud","Plants and Trees","Cây cối và thực vật","chồi non"
"301","5","Noun","0","animal bird pet","budgie","Animal Birds","Chim","vẹt đuôi dài"
"302","10","Noun","0","animal mammal","buffalo","Animal Mammal","Động vật có vú","con trâu / bò rừng"
"303","50","Noun","0","","bulb_holder","Electrical General","Điện tử chung","chuôi đèn"
"304","50","Noun","0","","bulb_holder_2","Electrical General","Điện tử chung","chuôi đèn 2"
"305","42","Noun","0","abstract adjective","bumpy","Descriptive Shape","Hình dạng","gồ ghề"
"306","55","Noun","0","food","bun_-_hot_cross","Food Breads and baking","Bánh mì và bánh nướng","bánh mì chữ thập"
"307","55","Noun","0","","bun_currant","Food Breads and baking","Bánh mì và bánh nướng","bánh mì nho khô"
"308","18","Noun","0","home house","bunk_beds","Building Furniture","Nội thất","giường tầng"
"309","77","Noun","0","","burn","Healthcare Medical conditions","Tình trạng y tế","vết bỏng"
"310","83","Noun","0","play toys transport travel vehicle","bus","Leisure Toys","Đồ chơi giải trí","xe buýt"
"311","110","Noun","0","transport travel vehicle","bus_double_decker","Transport Road","Đường bộ","xe buýt hai tầng"
"312","110","Noun","0","transport travel vehicle","bus_single_decker","Transport Road","Đường bộ","xe buýt một tầng"
"313","94","Noun","0","gardening plant","bush","Plants and Trees","Cây cối và thực vật","bụi cây"
"314","90","Noun","0","","busy","People Descriptive","Mô tả con người","bận rộn"
"315","56","Noun","0","diary food","butter","Food Dairy","Sản phẩm sữa","bơ"
"316","13","Noun","0","insect","butterfly","Animal Spiders and Insects","Nhện và côn trùng","con bướm"
"317","73","Noun","0","","butternut_squash","Food Vegetables and salads","Rau củ và salad","bí ngô hồ lô"
"318","29","Noun","0","clothes","button","Clothes Accessories","Phụ kiện quần áo","nút áo / nút bấm"
"319","1","Noun","0","alphabet letter","C","Alphabet","Bảng chữ cái","C"
"320","1","Noun","0","alphabet letter","c_-_lower_case","Alphabet","Bảng chữ cái","c - viết thường"
"321","73","Noun","0","food vegetable","cabbage","Food Vegetables and salads","Rau củ và salad","bắp cải"
"322","53","Noun","0","","cable_tv","Electrical TV","Ti vi","truyền hình cáp"
"323","94","Noun","0","gardening plant","cactus","Plants and Trees","Cây cối và thực vật","cây xương rồng"
"324","59","Noun","0","","cafe","Food Feeding and eating","Cho ăn và ăn uống","quán cà phê"
"325","59","Noun","0","","cafe_2","Food Feeding and eating","Cho ăn và ăn uống","quán cà phê 2"
"326","9","Noun","0","animal","cage","Animal Habitat","Môi trường sống","cái lồng"
"327","55","Noun","0","dessert food","cake","Food Breads and baking","Bánh mì và bánh nướng","bánh ngọt"
"328","55","Noun","0","","cake_bar","Food Breads and baking","Bánh mì và bánh nướng","bánh thỏi ngọt"
"329","65","Noun","0","cooking","cake_case","Food Kitchen items","Đồ dùng nhà bếp","khuôn giấy làm bánh"
"330","55","Noun","0","","cake_cup_cake","Food Breads and baking","Bánh mì và bánh nướng","bánh cupcake"
"331","55","Noun","0","","cake_mix","Food Breads and baking","Bánh mì và bánh nướng","bột làm bánh pha sẵn"
"332","55","Noun","0","","cake_slice","Food Breads and baking","Bánh mì và bánh nướng","lát bánh ngọt"
"333","55","Noun","0","","cake_slice_2","Food Breads and baking","Bánh mì và bánh nướng","lát bánh ngọt 2"
"334","55","Noun","0","","cake_sponge","Food Breads and baking","Bánh mì và bánh nướng","bánh bông lan"
"335","65","Noun","0","cooking kitchen","cake_tin","Food Kitchen items","Đồ dùng nhà bếp","khuôn làm bánh"
"336","115","Noun","0","class office school stationery","calculator","Work and School Stationery","Văn phòng phẩm","máy tính bỏ túi"
"337","117","Noun","0","class office school stationery","calendar","Work and School Timetable","Thời khóa biểu","lịch"
"338","44","Noun","0","calendar diary season time","calendar_month","Descriptive Time","Thời gian","tháng lịch"
"339","74","Noun","0","body","calf","Healthcare Body parts","Bộ phận cơ thể","bắp chân / con bê"
"340","10","Noun","0","animal mammal wild zoo","camel","Animal Mammal","Động vật có vú","con lạc đà"
"341","51","Noun","0","","camera","Electrical Media","Thiết bị nghe nhìn","máy ảnh"
"342","51","Noun","0","","camera_compact","Electrical Media","Thiết bị nghe nhìn","máy ảnh du lịch nhỏ gọn"
"343","51","Noun","0","","camera_SLR","Electrical Media","Thiết bị nghe nhìn","máy ảnh cơ SLR"
"344","65","Noun","0","cooking kitchen","can_opener","Food Kitchen items","Đồ dùng nhà bếp","dụng cụ khui hộp"
"345","65","Noun","0","cooking electric","can_opener_electric","Food Kitchen items","Đồ dùng nhà bếp","máy khui hộp bằng điện"
"346","28","Noun","0","celebration","candle_2","Celebration Item","Đồ vật lễ kỷ niệm","nến 2"
"347","68","Noun","0","celebration food","candy_cane","Food Nuts","Các loại hạt","kẹo gậy Giáng Sinh"
"348","71","Noun","0","","candy_floss","Food Sweets and desserts","Bánh kẹo và món tráng miệng","kẹo bông gòn"
"349","71","Noun","0","","candy_hearts","Food Sweets and desserts","Bánh kẹo và món tráng miệng","kẹo hình trái tim"
"350","112","Noun","0","transport travel","canoe","Transport Water","Đường thủy","xuồng canoe"
"351","30","Noun","0","clothes hat","cap","Clothes General","Quần áo chung","mũ lưỡi trai"
"352","110","Noun","0","holiday travel","car","Transport Road","Đường bộ","xe ô tô"
"353","110","Noun","0","transport travel vehicle","car_2","Transport Road","Đường bộ","xe ô tô 2"
"354","110","Noun","0","transport travel vehicle","car_boot","Transport Road","Đường bộ","cốp xe ô tô"
"355","110","Noun","0","transport travel vehicle","car_bumper","Transport Road","Đường bộ","cản trước xe ô tô"
"356","92","Noun","0","job people profession work","car_mechanic_1a","People Profession","Nghề nghiệp","thợ sửa xe ô tô 1a"
"357","92","Noun","0","job people profession work","car_mechanic_1b","People Profession","Nghề nghiệp","thợ sửa xe ô tô 1b"
"358","92","Noun","0","job people profession work","car_mechanic_2a","People Profession","Nghề nghiệp","thợ sửa xe ô tô 2a"
"359","92","Noun","0","job people profession work","car_mechanic_2b","People Profession","Nghề nghiệp","thợ sửa xe ô tô 2b"
"360","83","Noun","0","","car_toy","Leisure Toys","Đồ chơi giải trí","xe ô tô đồ chơi"
"361","110","Noun","0","transport travel vehicle","car_transporter","Transport Road","Đường bộ","xe vận chuyển ô tô"
"362","110","Noun","0","transport travel vehicle","caravan","Transport Road","Đường bộ","xe nhà di động"
"363","57","Noun","0","","carbohydrates","Food Diet","Chế độ ăn uống","tinh bột / carbohydrate"
"364","28","Noun","0","celebration","card","Celebration Item","Đồ vật lễ kỷ niệm","thẻ / thiệp"
"365","115","Noun","0","class school","cardboard","Work and School Stationery","Văn phòng phẩm","bìa các-tông"
"366","92","Noun","0","job people profession work","care_assistant_1a","People Profession","Nghề nghiệp","trợ lý chăm sóc 1a"
"367","92","Noun","0","job people profession work","care_assistant_1b","People Profession","Nghề nghiệp","trợ lý chăm sóc 1b"
"368","92","Noun","0","job people profession work","care_assistant_2a","People Profession","Nghề nghiệp","trợ lý chăm sóc 2a"
"369","92","Noun","0","job people profession work","care_assistant_2b","People Profession","Nghề nghiệp","trợ lý chăm sóc 2b"
"370","92","Noun","0","job people profession work","care_assistant_3a","People Profession","Nghề nghiệp","trợ lý chăm sóc 3a"
"371","92","Noun","0","job people profession work","care_assistant_3b","People Profession","Nghề nghiệp","trợ lý chăm sóc 3b"
"372","92","Noun","0","job people profession work","care_assistant_4a","People Profession","Nghề nghiệp","trợ lý chăm sóc 4a"
"373","92","Noun","0","job people profession work","care_assistant_4b","People Profession","Nghề nghiệp","trợ lý chăm sóc 4b"
"374","92","Noun","0","job people profession work","care_assistant_5a","People Profession","Nghề nghiệp","trợ lý chăm sóc 5a"
"375","92","Noun","0","job people profession work","care_assistant_5b","People Profession","Nghề nghiệp","trợ lý chăm sóc 5b"
"376","92","Noun","0","job people profession work","care_assistant_6a","People Profession","Nghề nghiệp","trợ lý chăm sóc 6a"
"377","92","Noun","0","job people profession work","care_assistant_6b","People Profession","Nghề nghiệp","trợ lý chăm sóc 6b"
"378","92","Noun","0","job people profession work","caretaker_1a","People Profession","Nghề nghiệp","người trông coi / bảo vệ 1a"
"379","92","Noun","0","job people profession work","caretaker_1b","People Profession","Nghề nghiệp","người trông coi / bảo vệ 1b"
"380","92","Noun","0","job people profession work","caretaker_2a","People Profession","Nghề nghiệp","người trông coi / bảo vệ 2a"
"381","92","Noun","0","job people profession work","caretaker_2b","People Profession","Nghề nghiệp","người trông coi / bảo vệ 2b"
"382","99","Noun","0","celebration Christian","carol_singer","Religion Person","Nhân vật tôn giáo","người hát thánh ca"
"383","92","Noun","0","job people profession work","carpenter_1a","People Profession","Nghề nghiệp","thợ mộc 1a"
"384","92","Noun","0","job people profession work","carpenter_1b","People Profession","Nghề nghiệp","thợ mộc 1b"
"385","92","Noun","0","job people profession work","carpenter_2a","People Profession","Nghề nghiệp","thợ mộc 2a"
"386","92","Noun","0","job people profession work","carpenter_2b","People Profession","Nghề nghiệp","thợ mộc 2b"
"387","73","Noun","0","food vegetable","carrot","Food Vegetables and salads","Rau củ và salad","củ cà rốt"
"388","110","Noun","0","transport travel vehicle","cart","Transport Road","Đường bộ","xe đẩy / xe kéo"
"389","46","Noun","0","drink","carton_1","Drink Containers and measures","Đồ đựng và dụng cụ đo","hộp giấy 1"
"390","46","Noun","0","drink","carton_2","Drink Containers and measures","Đồ đựng và dụng cụ đo","hộp giấy 2"
"391","85","Noun","0","finance money","cash_point","Money","Tiền tệ","cây ATM"
"392","68","Noun","0","","cashew","Food Nuts","Các loại hạt","hạt điều"
"393","65","Noun","0","cooking","casserole","Food Kitchen items","Đồ dùng nhà bếp","món thịt hầm"
"394","65","Noun","0","","casserole_1","Food Kitchen items","Đồ dùng nhà bếp","món thịt hầm 1"
"395","65","Noun","0","","casserole_2","Food Kitchen items","Đồ dùng nhà bếp","món thịt hầm 2"
"396","51","Noun","0","","cassette_tape","Electrical Media","Thiết bị nghe nhìn","băng cassette"
"397","22","Noun","0","class school","castle","Building Public","Công trình công cộng","lâu đài"
"398","63","Noun","0","food ingredient","castor_sugar","Food Ingredients","Nguyên liệu","đường bột mịn"
"399","10","Noun","0","animal pet","cat","Animal Mammal","Động vật có vú","con mèo"
"400","9","Noun","0","animal","cat_bed","Animal Habitat","Môi trường sống","đệm ngủ cho mèo"
"401","2","Noun","0","animal","cat_biscuits","Animal Activity Feeding","Cho động vật ăn","bánh thưởng cho mèo"
"402","2","Noun","0","animal","cat_food","Animal Activity Feeding","Cho động vật ăn","thức ăn cho mèo"
"403","13","Noun","0","insect","caterpillar","Animal Spiders and Insects","Nhện và côn trùng","con sâu bướm"
"404","28","Noun","0","celebration","catherine_wheel","Celebration Item","Đồ vật lễ kỷ niệm","pháo hoa xoay"
"405","73","Noun","0","food vegetable","cauliflower","Food Vegetables and salads","Rau củ và salad","súp lơ trắng"
"406","51","Noun","0","","cctv","Electrical Media","Thiết bị nghe nhìn","camera giám sát"
"407","51","Noun","0","electric","CD_player_personal","Electrical Media","Thiết bị nghe nhìn","máy nghe nhạc CD cầm tay"
"408","26","Noun","0","home house","ceiling","Building Structure","Kết cấu công trình","trần nhà"
"409","26","Noun","0","home house","ceiling_light","Building Structure","Kết cấu công trình","đèn trần"
"410","27","Verb","0","celebration Christian","celebrate_2_,_to","Celebration Event","Sự kiện kỷ niệm","ăn mừng / kỷ niệm 2"
"411","27","Verb","0","celebration","celebrate_3_,_to","Celebration Event","Sự kiện kỷ niệm","ăn mừng / kỷ niệm 3"
